date,google_usage,gpt_usage,GPT_3.5_Launch,GPT_4_Launch,ChatGPT_Mobile_App,Gemini_Launch,query_fact,query_creative,query_coding,query_shopping,usage_desktop_pct,usage_mobile_pct,is_weekend,is_us_holiday_week
1998-01-01,97.47531988667258,0.6662913261875045,0,0,0,0,0.36411872882238994,0.26324442808188264,0.18900278529105885,0.18363405780466857,0.4942203420448065,0.5057796579551934,False,False
1998-01-02,102.88222767082918,0.5429955839758984,0,0,0,0,0.38701048883492856,0.18756903522194232,0.1067556773266679,0.31866479861646124,0.6223812623676166,0.3776187376323834,False,False
1998-01-03,104.02082984557647,0.0,0,0,0,0,0.37904325830101443,0.16950977859179336,0.21289769724212504,0.2385492658650672,0.4726593044506973,0.5273406955493027,True,False
1998-01-04,100.65158616674377,8.098438066796145,0,0,0,0,0.3541436560867507,0.2865249201191713,0.13160205454753546,0.22772936924654252,0.44517058567857637,0.5548294143214236,True,False
1998-01-05,96.7791831861865,6.685692909253571,0,0,0,0,0.2531347098422414,0.1823293082494678,0.1762388067439132,0.38829717516437756,0.50196158425285,0.49803841574715,False,False
1998-01-06,106.00553135315862,0.0,0,0,0,0,0.2992400793639588,0.20247253781820782,0.08694452591488276,0.4113428569029506,0.41482263713123535,0.5851773628687647,False,False
1998-01-07,98.48504685816691,1.091065538579498,0,0,0,0,0.3405180479770706,0.22299240104495108,0.21641799520037908,0.2200715557775993,0.41176290312682484,0.5882370968731752,False,False
1998-01-08,96.61895407403732,0.0,0,0,0,0,0.3008388183978688,0.27433870893867063,0.15214967168249532,0.27267280098096536,0.44129162777116565,0.5587083722288344,False,False
1998-01-09,102.01411223424658,0.0,0,0,0,0,0.32112260284359606,0.25393048026341714,0.08771247665428976,0.3372344402386971,0.6422152977315585,0.3577847022684415,False,False
1998-01-10,95.08473963186745,0.0,0,0,0,0,0.20513913021771182,0.13199175318119172,0.07299297519819171,0.5898761414029048,0.5488132384564804,0.45118676154351955,True,False
1998-01-11,97.20007989241331,1.037479467235222,0,0,0,0,0.3099588678595532,0.2785834475360637,0.11563680395295269,0.2958208806514304,0.6033501029386934,0.3966498970613066,True,False
1998-01-12,101.19627525312258,0.0,0,0,0,0,0.2392051166575278,0.2939017943049484,0.15554750199810838,0.3113455870394154,0.3225256275515511,0.6774743724484489,False,False
1998-01-13,100.3382429311946,2.7151968302782414,0,0,0,0,0.3995131364023406,0.26744193223177876,0.17164019544740167,0.16140473591847893,0.6315515195938526,0.3684484804061474,False,False
1998-01-14,97.24852563576346,4.247619648706111,0,0,0,0,0.40817527056980824,0.25815090294685306,0.15219315354175458,0.1814806729415842,0.49454568535031196,0.505454314649688,False,False
1998-01-15,96.61338284073982,0.0,0,0,0,0,0.36906374464246106,0.30921165195759803,0.1288102172572807,0.1929143861426602,0.3935352273430908,0.6064647726569092,False,False
1998-01-16,102.00605730435318,7.366902962432945,0,0,0,0,0.26646905719786823,0.23011366456128235,0.11304242354085972,0.39037485469998967,0.5210786474094398,0.47892135259056023,False,False
1998-01-17,100.7525083043681,4.421162725397849,0,0,0,0,0.3804390003547007,0.21964919665789873,0.16989633287779185,0.23001547010960877,0.4731779358001107,0.5268220641998893,True,False
1998-01-18,104.95063881911996,3.4682388011464385,0,0,0,0,0.378909429791751,0.2753996682610493,0.2265173150935185,0.11917358685368118,0.5879809820911448,0.4120190179088552,True,False
1998-01-19,100.3945249845256,1.7139703884992235,0,0,0,0,0.24965542449634837,0.23332721158159156,0.1576268988588118,0.35939046506324834,0.5857723267226493,0.41422767327735066,False,False
1998-01-20,99.26744019269697,0.0,0,0,0,0,0.3335402546126591,0.1808439608157577,0.22979758708585285,0.2558181974857303,0.6401329368099676,0.35986706319003237,False,False
1998-01-21,100.079292962596,1.9912721472300015,0,0,0,0,0.2693708853358851,0.25237740648370166,0.17377532500691295,0.30447638317350023,0.38261140438779434,0.6173885956122056,False,False
1998-01-22,98.5015028136591,2.150368595779844,0,0,0,0,0.2697316383432067,0.2891915285212947,0.16364862274510236,0.2774282103903962,0.5463675183509273,0.45363248164907266,False,False
1998-01-23,100.9782480081086,0.4065753577249288,0,0,0,0,0.3445339206783633,0.2537757086384375,0.19371277300361497,0.20797759767958413,0.5388350980729653,0.46116490192703474,False,False
1998-01-24,92.26285271355937,0.0,0,0,0,0,0.32930586225210157,0.29675690655996534,0.09433575682159673,0.2796014743663364,0.3,0.7,True,False
1998-01-25,103.21711647066742,5.171713625353039,0,0,0,0,0.34912543590728423,0.24172637743708747,0.1508239339826665,0.2583242526729619,0.35316176104941566,0.6468382389505843,True,False
1998-01-26,96.24512124847035,3.781025377110697,0,0,0,0,0.38109431312506276,0.32489785836721774,0.17993778427820273,0.11407004422951672,0.39136225327148033,0.6086377467285197,False,False
1998-01-27,95.46044127057951,3.901182574673033,0,0,0,0,0.39412302035136937,0.2864151186339834,0.25,0.06946186101464724,0.5344169283484215,0.46558307165157853,False,False
1998-01-28,100.04172642841647,3.294993941064566,0,0,0,0,0.3548783475954615,0.25850832422924575,0.14059464461341978,0.24601868356187306,0.6105756235445094,0.38942437645549055,False,False
1998-01-29,99.52775160464348,0.0,0,0,0,0,0.41309091606044346,0.283813750521745,0.12523668621011935,0.17785864720769218,0.6573854598228692,0.3426145401771308,False,False
1998-01-30,97.70443151235753,3.020750201647446,0,0,0,0,0.39692062242612036,0.34876928938852164,0.11594394020008436,0.13836614798527358,0.40275055680852045,0.5972494431914795,False,False
1998-01-31,96.39416260753633,0.0,0,0,0,0,0.33892149087870116,0.22596023985336233,0.12780925750933392,0.3073090117586026,0.47592791295083875,0.5240720870491613,True,False
1998-02-01,98.23353951994925,4.9934338965317355,0,0,0,0,0.3411948116759425,0.20647426288617177,0.1510231620856049,0.30130776335228093,0.4156775014762732,0.5843224985237268,True,False
1998-02-02,103.21166634786219,2.293367311155685,0,0,0,0,0.4072082500519132,0.2926755713988981,0.14592638260090865,0.15418979594828008,0.49264315838461215,0.5073568416153879,False,False
1998-02-03,96.8682400772303,0.0,0,0,0,0,0.33678267323573174,0.2574797010725349,0.18442981317744783,0.22130781251428555,0.6046894319336938,0.39531056806630616,False,False
1998-02-04,102.81129021430347,1.6365991397559942,0,0,0,0,0.4689726884964841,0.2572107738507739,0.12302924338235013,0.15078729427039184,0.5000252423879299,0.4999747576120701,False,False
1998-02-05,101.57896553357556,3.252704255304905,0,0,0,0,0.46249965548431404,0.29603552953699386,0.13129325554389465,0.1101715594347974,0.5807968272911798,0.41920317270882024,False,False
1998-02-06,102.28598765988554,1.8401697989538006,0,0,0,0,0.4803222746702438,0.33063181013023396,0.1966402019842193,-0.00759428678469698,0.48659015032781944,0.5134098496721806,False,False
1998-02-07,98.24238660822338,3.498759733968859,0,0,0,0,0.4146404829360301,0.25706319113410736,0.15222849649470604,0.17606782943515653,0.5532712801137573,0.44672871988624274,True,False
1998-02-08,98.49124826760843,4.082022873716635,0,0,0,0,0.3544687925920999,0.3646571390387108,0.15556042747680054,0.12531364089238872,0.4403383593638846,0.5596616406361155,True,False
1998-02-09,100.65503000514116,2.5737806251389377,0,0,0,0,0.28569244290181395,0.20654275338550432,0.16373198636753267,0.344032817345149,0.619777976306119,0.38022202369388103,False,False
1998-02-10,97.08924904119769,0.0,0,0,0,0,0.3239580985930751,0.26326246892601324,0.10713969470201233,0.3056397377788993,0.5258749663222045,0.47412503367779546,False,False
